"t_id","probability"
2996,0.517964293122292
7023,0.52071784222126
8239,0.507990553498268
5957,0.502378413677216
9781,0.511464827775955
6874,0.50942911362648
4030,0.519993409872055
2210,0.476787973999977
7123,0.522815254926682
10339,0.482272953033447
1349,0.500131939649582
6106,0.451055375933647
10319,0.519601662874222
1568,0.517113718628883
4716,0.47709062063694
6732,0.505285799384117
10371,0.510655230998993
12375,0.496741891026497
9848,0.513055333852768
13111,0.521497106552124
3386,0.504913661599159
13146,0.502101015329361
8971,0.516384059786797
1774,0.517405873537064
5921,0.477726289272308
4619,0.520780943155289
5353,0.518936405420303
1161,0.491451520085335
3567,0.510400249004364
12291,0.500841090321541
4064,0.511883224010467
2576,0.504372836828232
2590,0.494649039983749
9071,0.481112360596657
7666,0.492121043801308
11455,0.490157737016678
7620,0.4887911850214
6964,0.520066671848297
8015,0.501065951824188
140,0.522060128092766
5489,0.515163331270218
7251,0.516889460086822
1170,0.501262317299843
10026,0.5153575912714
12198,0.503210290312767
5401,0.517237530112267
10225,0.518084591627121
459,0.505054079174995
9526,0.504806738257408
9504,0.48150768828392
13285,0.521959928274155
12856,0.52202852845192
7583,0.524056039094925
6799,0.521992206573486
10273,0.509406617999077
8044,0.458659569621086
638,0.50018159532547
5454,0.494674768567085
4425,0.516935906648636
677,0.514465781331062
12783,0.504094925165176
1043,0.506049048304558
2180,0.513365848779678
523,0.504996221542358
6841,0.512233195066452
11975,0.500875345230103
2477,0.516084776639938
10417,0.51379059779644
8339,0.499238189578056
529,0.528814691662788
7551,0.49675043618679
9448,0.51381334900856
8155,0.517994888424873
12457,0.493453792691231
3544,0.516462661981583
11283,0.5196409740448
8608,0.52427801156044
7673,0.511584982991219
5371,0.511694157481194
10775,0.50712248134613
2003,0.510706319928169
6660,0.499411487698555
2262,0.518147110819817
13165,0.523900757074356
9009,0.506785500407219
12626,0.484867936134338
9852,0.526132419705391
8288,0.50726864361763
6629,0.506729530215263
7562,0.510733385920525
1749,0.509299935936928
10604,0.488189155697823
2542,0.516745945930481
6497,0.520501555562019
7872,0.522944061160088
8404,0.51806280195713
2625,0.524360269904137
3162,0.52241480588913
4906,0.523404342293739
12218,0.470153101921082
8857,0.523648568868637
10957,0.49484696662426
9551,0.526461628079414
4986,0.478050429105759
11900,0.519717637896538
22,0.515031377792358
1258,0.445953968167305
1680,0.493791109323502
6708,0.509766728520393
2592,0.503271188378334
4245,0.434283311963081
5964,0.480577335357666
5644,0.499819534659386
3593,0.525672156333923
78,0.527383584022522
7688,0.510208871364593
5679,0.481088807106018
8663,0.522024646043778
780,0.515834033608437
182,0.498659772634506
4846,0.499646295785904
1295,0.518110850095749
5971,0.526264266848564
4753,0.494866456747055
779,0.509862624764442
5594,0.502518878102303
10893,0.490378187656403
12583,0.525780082464218
870,0.51547912800312
2803,0.504218380689621
5718,0.525989192008972
12263,0.523841652274132
11029,0.505890876173973
3770,0.506169407010078
9778,0.52530526137352
6274,0.51186542057991
11720,0.50046534538269
1475,0.50527719938755
5257,0.518646600484848
6866,0.507830098390579
7681,0.520539043068886
6177,0.523179723143578
1970,0.508360374569893
1723,0.515052148461342
3742,0.511536087870598
8019,0.483352565765381
11077,0.510161587715149
8199,0.512299029588699
7315,0.518724385857582
2045,0.50795401763916
7460,0.513755362987518
11576,0.517967710971832
13008,0.508009525895119
3984,0.51579211306572
4268,0.512055721879005
8552,0.514831112384796
10671,0.522195952653885
1004,0.51236876142025
6218,0.515709129810333
12311,0.510150963068008
1330,0.516644203305244
8160,0.485070584535599
8109,0.428788733124733
8049,0.51426443529129
10686,0.515687876820564
11552,0.511378789663315
12042,0.516588242530823
8299,0.515333664059639
10678,0.519498230814934
5124,0.499764161467552
3925,0.482100165963173
6767,0.504637872219086
8541,0.497178651332855
6480,0.508227993369103
12417,0.508970019459724
4060,0.508292809247971
11673,0.521282140612602
2046,0.488897837877274
11301,0.519621980309486
9610,0.496764862656593
10137,0.513166630625725
4228,0.496751088857651
3200,0.506556050539017
4730,0.497110125184059
9130,0.501375780105591
1121,0.517634979486465
8477,0.518802347540855
9293,0.484821063518524
11679,0.517081816554069
3757,0.524874883055687
5559,0.51921636223793
10632,0.499827852606773
7678,0.528002241253853
7132,0.508641643404961
6823,0.504008698344231
7884,0.469688562035561
11292,0.521473679423332
7842,0.523881206035614
6277,0.521536126375198
10414,0.524804570436478
9654,0.503243593096733
10222,0.493177266359329
6185,0.499453872799873
11614,0.516536411166191
2787,0.522173556447029
11414,0.521025125741959
4564,0.512203320384026
13026,0.492520536661148
7655,0.510736561536789
5783,0.517488971829414
4328,0.527198458194733
3462,0.507751029014587
11682,0.51580862057209
13178,0.518049478650093
11904,0.501308313131332
12475,0.505505110383034
12513,0.48135027718544
2054,0.504742889165878
3143,0.485442122340202
7640,0.503594032764435
13159,0.508776036262512
10178,0.508730491638184
6656,0.518683690428734
3394,0.518080863595009
6112,0.507902160286903
10212,0.469120618581772
7978,0.516267847895622
6674,0.512503920793533
3629,0.510622375011444
11063,0.518875487446785
1904,0.517336650490761
9721,0.509808396577835
4487,0.47750632750988
5727,0.514483843684196
12216,0.488613656520843
10368,0.513178008556366
11857,0.504579666018486
9114,0.510262497663498
13263,0.500794870495796
5774,0.518523253440857
8639,0.526161054730415
4324,0.515883969068527
6920,0.49642890560627
3154,0.479834280967712
891,0.503539860725403
6833,0.493628311395645
3234,0.511179647326469
4402,0.501743715643883
11827,0.514195850372314
13019,0.520612632393837
8977,0.530704115629196
11767,0.482797186851501
12810,0.519288203001022
281,0.522073973298073
689,0.507069149851799
2582,0.514864840865135
101,0.520058681249619
8609,0.491263453483582
9650,0.498230055809021
1432,0.511172742128372
8980,0.504460935115814
10572,0.510273447751999
7960,0.512738122224808
6926,0.522228432536125
5582,0.510797559857369
727,0.504529278516769
10999,0.507980605721474
6312,0.517454450726509
4556,0.478563403964043
218,0.515074583768845
9171,0.509413545489311
13259,0.511774855852127
10232,0.513903780937195
981,0.516717159152031
12608,0.512854536771774
5256,0.496079000353813
10149,0.503703691601753
6444,0.50467441546917
6215,0.517640673279762
6156,0.528047955274582
11413,0.494749601840973
4087,0.53012278175354
7471,0.482998782992363
3990,0.492311188817024
8121,0.524199302315712
724,0.52063076031208
8840,0.510950459241867
12226,0.502510989189148
12365,0.518197723388672
1682,0.48834507381916
7432,0.482399599909782
1157,0.505435848355293
7621,0.506101114630699
11483,0.521559494495392
5651,0.478011166572571
12841,0.510119421362877
1585,0.522437826395035
11840,0.505303568482399
7440,0.497152681469917
8237,0.519641009449959
6060,0.496690103411675
9699,0.515073677182198
6166,0.492668893575668
3122,0.516980344891548
5093,0.499674115777016
5858,0.509671226501465
12798,0.507666283607483
8480,0.50816028547287
6152,0.515638907074928
10084,0.511905803918839
3378,0.536510546445847
11397,0.520170200824738
8828,0.518155647039413
7378,0.49852433013916
2472,0.523373340129852
5755,0.519459623217583
2459,0.488033869862556
13201,0.518550596475601
6315,0.521385590076447
11274,0.503155561327934
9611,0.482473554611206
10476,0.520413141965866
2686,0.511789361715317
5748,0.504254380345345
12941,0.525465515494347
6153,0.485384977817535
1461,0.455964123487473
9527,0.475918147921562
2277,0.521151955485344
3370,0.516232365369797
8878,0.519340119123459
12772,0.51172093474865
10361,0.516630449056625
10801,0.527340835928917
8536,0.514403223633766
8392,0.501643403410912
1668,0.52004310965538
8944,0.522704612255096
4074,0.510971605181694
6665,0.492429028272629
6443,0.49902333521843
1128,0.526510568141937
3439,0.502234214067459
8620,0.512900782108307
11462,0.511181089401245
11125,0.511564644813538
11341,0.518432618379593
12951,0.491977381467819
4862,0.508864706754684
200,0.533134601354599
1787,0.509004074335098
5578,0.506918573975563
9999,0.491828688144684
2651,0.501133273005485
829,0.49274776494503
1470,0.504307583212853
4426,0.487039342284203
7846,0.50557729101181
11148,0.529214581489563
11714,0.507870659470558
4401,0.514850919485092
11993,0.502909603834152
13055,0.523543252706528
8158,0.505019126057625
1971,0.520314418315887
9930,0.517518897771835
6750,0.507556786179543
5284,0.459451592445374
2179,0.525614784479141
9884,0.499519720554352
8325,0.482942974328995
3100,0.503557737708092
11752,0.52062641274929
8068,0.503168928146362
13014,0.510585481405258
9827,0.519191791534424
2692,0.500368165612221
5579,0.505841027617455
5170,0.5209471129179
164,0.526117651104927
11749,0.516688878893852
3401,0.509225987434387
4504,0.50546302318573
3503,0.508575701951981
13070,0.493145490646362
8629,0.51132618522644
8548,0.527582421183586
4659,0.439774923086166
539,0.51675439786911
294,0.520338312506676
8363,0.499586285829544
7335,0.512781120657921
10227,0.488818597078323
4776,0.515711489439011
9028,0.520505650281906
1448,0.508551915645599
9116,0.490808938264847
7593,0.475209872245789
6729,0.512945236086845
5229,0.514193620800972
4755,0.460773248553276
7426,0.482017291903496
333,0.470137600302696
4201,0.520700713276863
3097,0.501786927103996
5981,0.531821174860001
7091,0.518927795886993
5420,0.524938769102097
4129,0.527671671748161
3513,0.505504392385483
11876,0.514924203515053
792,0.510892001748085
10806,0.524391571164131
9272,0.476373416304588
6615,0.513792089104652
4458,0.511821990847588
11516,0.519000287175179
7306,0.430935754537582
10722,0.493869404196739
7329,0.491783318996429
1575,0.482134028077126
5437,0.516730131626129
13243,0.522827514529228
729,0.476040286898613
8539,0.478747045040131
1894,0.515428193569183
6671,0.498438779711723
6508,0.475400769710541
4984,0.494127115488052
8247,0.513591561436653
2265,0.514502451777458
5294,0.483759323358536
2266,0.492209124326706
674,0.478001262664795
8919,0.518762541651726
10807,0.519551671504974
6100,0.510778272032738
10934,0.513832232952118
148,0.495060615539551
85,0.512505834579468
2913,0.512076017141342
5414,0.521864522457123
2012,0.482695655584335
8523,0.498606641530991
13027,0.508496450781822
12383,0.500978886961937
12188,0.450219083666801
9007,0.497495670199394
11731,0.488661629915237
10843,0.48846030652523
3834,0.513071242451668
3803,0.502692268013954
3000,0.520743419647217
8202,0.496875263094902
12796,0.504646695256233
6612,0.527317343354225
4924,0.52403252196312
12667,0.523652464151382
6496,0.511189295530319
11721,0.521054464101791
11244,0.513145144462585
221,0.523418571233749
6654,0.511330607652664
3822,0.509252628803253
12952,0.521107169628143
4547,0.504074737906456
1631,0.520407000899315
10723,0.514153270125389
2289,0.504460237026215
352,0.514276159644127
7550,0.51091651558876
657,0.495244467616081
12470,0.498824802994728
1337,0.507704289078712
7317,0.520442390561104
5079,0.511716190099716
6386,0.519369811892509
9558,0.489488067507744
6653,0.522260283350945
7615,0.518066536307335
1645,0.500946699619293
498,0.51511465215683
4510,0.514020871520042
5593,0.505200103998184
9769,0.51566307413578
8095,0.496136796951294
8675,0.526342643499374
12030,0.510374941825867
1951,0.479666948199272
12606,0.519201818466187
9117,0.50744201529026
12085,0.490570676088333
10728,0.527167828321457
11138,0.510703766942024
2335,0.51391485440731
1656,0.51323747420311
8633,0.521628651976585
6870,0.495162801146507
12322,0.522157093644142
7773,0.518881728410721
2354,0.512689210295677
10100,0.494378003835678
2709,0.479992195248604
11463,0.528249506473541
2158,0.518635283231735
4128,0.51761006462574
3442,0.513972075819969
8074,0.521894606113434
1993,0.506491375684738
5681,0.522037351131439
8278,0.503544674634933
3212,0.525554005861282
7196,0.502932437896728
10505,0.5102551009655
242,0.52085845541954
9417,0.508459876894951
3790,0.510829231262207
2847,0.498217401027679
12892,0.518675655484199
11381,0.512587207436562
2,0.468503524661064
4746,0.506047969818115
8987,0.496599776864052
102,0.521205513715744
1582,0.517431631088257
1323,0.494391934037209
3787,0.495364015817642
7527,0.497356114625931
9056,0.497227078676224
7624,0.515508258700371
1214,0.516729076981544
713,0.50841469681263
4161,0.510037606596947
2343,0.505580850720406
1566,0.523253182888031
12908,0.500799953460693
9141,0.521435468912125
9197,0.513763089060783
11385,0.501865770816803
3968,0.498742757201195
6636,0.470285625696182
7053,0.517379023194313
12603,0.460451102256775
3608,0.500556558012962
3863,0.501342861413956
11992,0.496455685019493
12680,0.509018424391746
8597,0.501929178714752
10062,0.513839425086975
9886,0.509586420059204
4594,0.509355314731598
7120,0.516528829336166
4696,0.487831029772758
11751,0.502411430120468
6121,0.511519385457039
5812,0.461904434800148
6745,0.50313135099411
8737,0.493282337784767
7420,0.497769720673561
12416,0.505783429980278
4494,0.452389440655708
4749,0.515162191390991
5206,0.515286673426628
10101,0.508070062279701
4489,0.523513342499733
12239,0.531670513868332
298,0.483678540229797
4220,0.490847397208214
8414,0.506575393795967
11797,0.519987311959267
10535,0.505246611356735
4864,0.522052954792976
1309,0.523681329011917
13069,0.508756477594376
11702,0.499337043881416
6879,0.51952836728096
3385,0.507666979193687
11251,0.513902714014053
10495,0.517830025792122
6339,0.511842077493668
3913,0.511439393162727
3412,0.505545926451683
6004,0.502798055648804
10869,0.485802246212959
4844,0.518737409949303
5355,0.518580461263657
4597,0.501138118267059
7350,0.503603295207024
2804,0.511767140865326
1265,0.472234639883041
2579,0.512405891180038
11096,0.500640052676201
5484,0.51084219956398
3213,0.504016840696335
2912,0.488015043616295
9759,0.50107577252388
12370,0.523113009095192
11135,0.523192996144295
9139,0.493165047764778
7690,0.525281689405441
7605,0.508756360173225
3985,0.530055470108986
2598,0.523228915691376
3614,0.499165411949158
4168,0.515929915547371
2469,0.498818577051163
1131,0.515397596240044
2431,0.495428810238838
508,0.513866316437721
13090,0.519235875844955
3327,0.519641979694366
2961,0.521249111294746
1605,0.511729159116745
8379,0.50470413506031
8163,0.516046212673187
2800,0.497657457828522
11964,0.510163326740265
9356,0.517207242965698
5175,0.516775834679604
1328,0.521761576890945
11568,0.513927370429039
11835,0.477988281965256
131,0.515682342171669
1837,0.486344221353531
1114,0.511134585618973
9970,0.510057078957558
5532,0.500199600696564
224,0.529455057263374
2604,0.499426370859146
7280,0.505903372168541
1340,0.48371275305748
7566,0.519587094902992
3754,0.527039972305298
4070,0.497895565748215
7637,0.492273944377899
1586,0.512200109958649
3256,0.499833804249763
4534,0.44368450653553
5111,0.482420011878014
4850,0.481358345985413
5640,0.488449527144432
10687,0.517284840703011
8385,0.512652011156082
6007,0.516852087855339
11204,0.519840767025948
9564,0.517083072423935
10304,0.514726254582405
4130,0.503242604136467
13194,0.473745215892792
2123,0.512697184681892
2940,0.522816716194153
2380,0.522887428045273
4312,0.503163166999817
11098,0.482172532439232
1634,0.490441762804985
9367,0.505655649065971
12055,0.481136741280556
9547,0.503445102572441
7412,0.507482926607132
4410,0.498393913984299
2217,0.493372560858726
2671,0.470765809416771
246,0.519207105755806
9364,0.497304208040237
13284,0.521916018009186
5059,0.509241492033005
1961,0.505491088151932
6079,0.506236337661743
12453,0.503066209197044
7782,0.519042182445526
9021,0.52077744436264
8357,0.523842698335648
9458,0.514943818211555
6235,0.510008775353432
11104,0.511437743425369
2976,0.524493916749954
12256,0.507890402078629
6973,0.483438257336616
11703,0.514800830960274
4084,0.516917524814606
8929,0.527491983890533
10278,0.514979577183723
12529,0.512195071697235
9427,0.501897008299828
4969,0.513797519803047
9378,0.51415636241436
2449,0.512113959550858
2968,0.512105291247368
3940,0.510780357480049
1443,0.508596764922142
5849,0.520656396389008
6154,0.522961846113205
3040,0.519083352565765
6157,0.513913724899292
8176,0.520024426817894
1204,0.521360874652863
369,0.507655044555664
6705,0.516608563303947
1436,0.520912975788116
530,0.491465912461281
11810,0.505417183995247
3194,0.506206379890442
10475,0.48868475663662
2730,0.522821345806122
217,0.508990180373192
4263,0.520441695690155
7601,0.51138741517067
9784,0.517001955032349
12425,0.512628483295441
10351,0.496706133246422
4586,0.511714225292206
4257,0.525202799916267
9874,0.501740632534027
6895,0.506822660446167
7520,0.51440199303627
8735,0.500514433026314
1372,0.495864000678062
10611,0.510626271009445
8455,0.493316003918648
1492,0.500991411209106
313,0.499716611504555
4997,0.502268751740456
1107,0.511475721359253
3988,0.527350644350052
2393,0.505931256890297
10847,0.470649751424789
9579,0.5054750623703
61,0.521836184024811
11769,0.4731062707901
747,0.50312221300602
7705,0.503225251555443
3587,0.499612418889999
12752,0.505759360432625
6071,0.504190370559692
12698,0.514380432486534
5519,0.52522856593132
11729,0.497453385949135
13034,0.49861883020401
3318,0.516964457392693
255,0.489442611694336
5823,0.500915881872177
10076,0.51226204431057
5465,0.526865447044373
1750,0.505382403254509
9300,0.503467601418495
7040,0.517317343592644
1547,0.511795825123787
8889,0.527223439216614
2070,0.489176545619965
9978,0.507904849648476
12082,0.477161894440651
12652,0.5201646900177
6751,0.519736957788467
5629,0.516441399931908
13197,0.512540407061577
9616,0.517362857341766
12019,0.476109637618065
4051,0.47426321554184
7002,0.513690245985985
276,0.476094731211662
1267,0.47272781419754
6536,0.519485219478607
7918,0.516674470663071
10494,0.475030323266983
8440,0.525384029984474
9406,0.518494537711144
10307,0.495724757552147
9706,0.499376485824585
5051,0.473143338084221
9386,0.502076865792275
8184,0.515641776800156
10267,0.505412756800652
1640,0.502507256031036
7201,0.511135134577751
9601,0.446791938185692
11525,0.514135361433029
10102,0.518048797011375
4184,0.491285475730896
11108,0.49086422586441
2615,0.520570678114891
2002,0.509812614321709
2946,0.519329610228539
127,0.50963500213623
1195,0.479761026263237
1798,0.49544080555439
549,0.522029499769211
8080,0.493417433977127
11479,0.530998909711838
1958,0.508876870751381
6460,0.509703269600868
13081,0.489630921959877
11095,0.522595804929733
8521,0.512831369400024
12538,0.50419538462162
3914,0.52603727889061
9087,0.502005647063255
9194,0.478295178294182
12566,0.507898881793022
567,0.507655870556831
11076,0.511994133114815
11665,0.516835359811783
2869,0.517874020457268
6982,0.517758587241173
9946,0.53297416472435
2722,0.516573779344559
3470,0.510656069517136
6343,0.498205192089081
9246,0.516726726174355
6462,0.507428382754326
707,0.479318742036819
6359,0.517244761228561
8799,0.501199363708496
8785,0.511897608041763
9045,0.506784314036369
9844,0.519919664144516
2325,0.504277461647987
5365,0.487409307122231
11915,0.517862742185593
12437,0.461796071529388
5831,0.506597525238991
12648,0.520964131712914
70,0.519642181634903
170,0.527425550103188
8948,0.510197533011436
3198,0.499232156276703
6766,0.514374831557274
7930,0.501745029568672
10737,0.510123322725296
11821,0.491548096179962
1251,0.504201129794121
3502,0.512600896239281
30,0.496641057729721
3518,0.44753203189373
6304,0.515494448423386
11481,0.458768039822578
11705,0.500204433917999
10262,0.518902215600014
3269,0.501768615722656
770,0.505299859166145
3771,0.516934158563614
5415,0.512323894739151
12703,0.452666385650635
4478,0.518460894703865
11571,0.509621247410774
2360,0.52027050614357
5556,0.513015411734581
7046,0.498709255576134
7849,0.504943039059639
8893,0.505593274354935
10068,0.499598827719688
2559,0.509194898486137
8661,0.521551847457886
12092,0.517313265323639
219,0.517768831253052
9110,0.494514255881309
1751,0.505446736097336
2359,0.524915083169937
12388,0.513775116562843
2433,0.526042367219925
5697,0.514019289135933
1835,0.520719410657883
6453,0.50764135825634
8510,0.527227200984955
5584,0.516635781168938
2749,0.508936956644058
6296,0.50884683740139
8570,0.492591518640518
3568,0.483072582364082
5592,0.484448756933212
894,0.492374534964561
4829,0.497468949794769
6570,0.529777930855751
4339,0.530025971889496
2364,0.513340319037437
5174,0.522284796953201
5137,0.512300441503525
3892,0.508603638768196
11766,0.507225398659706
9869,0.517464305758476
866,0.50605291223526
11236,0.526377705931664
11627,0.491870455980301
1554,0.512753654360771
10655,0.512026408672333
363,0.465790677070618
13203,0.526289743185043
6250,0.523222151279449
2791,0.522800113677979
4651,0.505187931418419
7508,0.507569761395454
2795,0.523691841363907
1956,0.518383566617966
1609,0.518852153658867
12579,0.521506191730499
9645,0.508220080494881
5029,0.528682823777199
13017,0.484364795804024
7259,0.514385674715042
9217,0.51231531727314
8544,0.526098423242569
12015,0.51132050383091
7212,0.520224271535873
8439,0.507174656748772
4783,0.499844067573547
6689,0.512607529044151
4376,0.516507736802101
3494,0.473666424274445
10089,0.521404860258102
439,0.518797681689262
12172,0.510545279979706
536,0.512180896997452
7538,0.527098286628723
4648,0.510908229351044
361,0.519165869474411
11826,0.495141982793808
6542,0.51818190073967
12070,0.501280036330223
253,0.516602356433868
6851,0.512732957959175
1949,0.480147663474083
1122,0.518548214197159
12619,0.511986720919609
10377,0.523463828086853
1180,0.513675762653351
427,0.512769033074379
3748,0.505218002319336
6713,0.51820018362999
1329,0.513363423109055
2061,0.484128489255905
3926,0.514495583891869
946,0.499136424422264
6756,0.479621678590775
11015,0.510759844899178
3543,0.524463476419449
5171,0.477893384218216
12742,0.493335764288902
9796,0.487849150061607
12881,0.520858801245689
1699,0.516113144397736
9742,0.482421246886253
8502,0.505702977180481
10996,0.520579785346985
9122,0.526774863958359
13039,0.502355469822884
490,0.524197499275208
9927,0.476530632019043
4919,0.499941159844399
5913,0.496785992860794
9284,0.520064238071442
3265,0.518704258084297
6258,0.501461052536964
4418,0.459967313289642
3193,0.460355308055878
9393,0.510155479907989
9208,0.49838848555088
2038,0.508715102434158
10045,0.503802045106888
9062,0.508354270815849
1816,0.483211045026779
6297,0.525652478218079
10250,0.518513144612312
3699,0.501969541311264
4692,0.501968082070351
12430,0.513777993798256
3596,0.471454130649567
5698,0.521592432379723
715,0.519827443003654
8336,0.516972029328346
9119,0.456749947667122
4213,0.486834231615067
8267,0.523460008859634
9666,0.505469374895096
9575,0.522678954839706
7820,0.492703271865845
2391,0.516087125897408
7343,0.508475278019905
12210,0.522623742461205
10658,0.490153804540634
7307,0.523490640163422
886,0.513449321389198
11795,0.502067991495132
1342,0.526919143915176
11390,0.511677716374397
13144,0.515303488135338
4264,0.50490493118763
11871,0.500075056910515
4133,0.498247910857201
2421,0.522871152877808
1457,0.505109605073929
9862,0.512368881702423
8277,0.497546885490417
644,0.504867898583412
6807,0.514659948706627
12364,0.481615887880325
9396,0.512119963765144
8168,0.511251758217812
1720,0.482765601873398
9036,0.51226510488987
12891,0.48092782998085
973,0.509706257343292
3838,0.516321634173393
3239,0.51369019305706
11645,0.50257551920414
3776,0.513176263451576
9421,0.509141177296638
92,0.467699093103409
302,0.51530048584938
6537,0.524243798732758
11266,0.519019247889519
406,0.491914577126503
11023,0.511948106527328
1706,0.504358834385872
1058,0.521775995612144
3161,0.503250600934029
5497,0.511656768202782
3136,0.520287961483002
9890,0.523603185176849
3283,0.52827029132843
7612,0.513055553793907
9891,0.50520050740242
7321,0.503474802017212
3869,0.478385030269623
987,0.527845546483994
4153,0.499153268575668
1508,0.51481226170063
3510,0.517232652902603
11444,0.469797780752182
2778,0.515197914004326
4345,0.513093138337135
8418,0.521960338950157
5177,0.51785834300518
12420,0.498348171114922
5607,0.522121115684509
970,0.510358782291412
8085,0.506277222275734
6998,0.483783455133438
1626,0.485622834682465
2715,0.507388442993164
4799,0.509867466330528
10651,0.465323830246925
7940,0.513647185087204
2022,0.502832658648491
4499,0.507495561599731
577,0.497012051343918
10909,0.522226354598999
8491,0.505616063952446
1089,0.531129835963249
9871,0.515495354056358
8016,0.521265531182289
4347,0.506860453128815
6484,0.482225914597511
3830,0.519947688221931
1313,0.504287170410156
5732,0.49821079814434
4764,0.50467334997654
12162,0.488861137986183
12711,0.512289975166321
5030,0.528421460390091
9072,0.515927630662918
1182,0.51842270386219
11935,0.524953855395317
3375,0.488939952611923
1368,0.512592368841171
6280,0.516581805944443
12204,0.471128352046013
2026,0.488537176966667
2501,0.508134083032608
6883,0.44815942800045
8045,0.512003074645996
9966,0.503777796149254
1650,0.485978677392006
7898,0.462320427179337
8446,0.521370758533478
11398,0.514646079421043
846,0.518877115607262
11264,0.516265622615814
12624,0.495364347100258
6259,0.519170999526978
8384,0.498518398523331
10907,0.485809664130211
366,0.448655272841454
11855,0.516233033537865
3529,0.480793832063675
5583,0.511310257911682
7324,0.524002772092819
6794,0.508583533644676
7942,0.46953787279129
815,0.517917124032974
4565,0.51210502910614
4137,0.497286190629005
13086,0.47898166513443
3337,0.518024109601975
10834,0.505904292345047
6491,0.519070087432861
692,0.494293777227402
8224,0.493128267168999
12597,0.508851322054863
5432,0.510479047775269
9160,0.514386450171471
11708,0.500446154356003
2720,0.522592259883881
11270,0.519438930392265
12386,0.448463550329208
5293,0.491960249304771
9413,0.513592941045761
9158,0.495101823568344
7389,0.478010918140411
12912,0.5124951993227
13319,0.52227939248085
3936,0.518475449323654
1102,0.525159052371979
5123,0.510871488809586
606,0.514330613851547
9347,0.501654213666916
13157,0.506205154418945
658,0.523261715650558
11495,0.497631234288216
7636,0.515967665195465
704,0.525712596416473
7476,0.517247743725777
12620,0.506665725946426
1594,0.479161477088928
6008,0.529268227934837
6535,0.483559051394463
10627,0.515243840932846
10406,0.514516806364059
5994,0.523405638217926
386,0.460504943966866
12760,0.482315450906754
5724,0.522283125281334
10318,0.491888596177101
9686,0.517840442180634
2093,0.51024804353714
12763,0.497549727320671
8114,0.518478339791298
9760,0.486566391944885
9613,0.502937075138092
11746,0.496255790948868
5835,0.484071273684502
3577,0.51902336370945
1811,0.470589783549309
10016,0.531927619218826
10649,0.494373119831085
4590,0.530746458530426
4999,0.477834333181381
5216,0.473449325561523
4756,0.520587354183197
195,0.483455930113792
2294,0.510538469791412
5898,0.497230610728264
4621,0.519686825871468
1776,0.508283858180046
3922,0.520326656341553
3235,0.512739970326424
4816,0.494507341504097
8415,0.519636256217957
9276,0.52025897705555
13029,0.516676695346832
506,0.494213070511818
8905,0.498834271669388
1490,0.486210836529732
7062,0.503591899037361
